created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,screen_name,followers_count,friends_count,hashtags,user_mentions,place,score,hour,day
2021-06-18 17:58:15+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","the us government is lying to us by pretending covid19 is over. it is not over. people are still dying daily. vaccines are fantastic but they are not the only thing we need to do to save lives.

call your elected officials! https://t.co/muzgcgzd2b",0.1333333333333333,0.6333333333333333,en,0.0,1.0,David Corrigan,corrigan_david,2898,5001,#Covid19, 'LongCovidNYC',"Los Angeles, CA",positive,17,18
2021-06-18 17:58:40+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[mb] 🌸 winnipeg 🌸 
available mrna vaccines!
📍 atlantic medical centre (1054 mcphillips street)
📞: 204-505-1580
call to confirm availability/book an appointment!

https://t.co/7oyavc9tk1

protectmb vhcdose2 covid19mb vhcmb",0.25,0.2,en,3.0,5.0,Sandy Biback,SandyBiback,910,575,#protectmb #VHCDose2 #COVID19MB #vhcMB, 'Vaccine Hunters Canada',Canada,positive,17,18
2021-06-18 17:59:13+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","you can get a covid19 vaccine and other vaccines, including flu and shingles, at the same visit. you no longer need to wait 14 days between vaccines. side effects are the same if vaccines are given alone or together. 
 
more about vaccine timing: https://t.co/bv3mn5xdle. https://t.co/rwrrzhkdeg",0.09375,0.28125,en,107.0,63.0,HIPhealthy,HIPhealthy,9396,7492,#COVID19, 'CDC',"Miami, Florida",positive,17,18
2021-06-18 17:59:24+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@aipac will aipac tell the world that israel has sold expired vaccines to palestinians, which could have been disastrous to palestinians, making the covid19 crisis far worse, leading to more palestinian deaths? thisisisrael. https://t.co/wtpn9xmsvs",-0.125,0.725,en,8.0,10.0,Lalla Mina,LallaMina13,142,367,#ThisisIsrael., 'Refaat🇵🇸',"Earth, Milky way",negative,17,18
2021-06-18 17:59:36+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","17 june 2021: covid19 in south africa 🇿🇦

daily test positivity rate at 22.6% today, that's a positive test for every 4-5 tests processed 🚩

the increase in test positivity rate, 7-day average at 18.7%, confirming the rapid rise in infections 📈

rid1tweetsoncovid coronavirus https://t.co/lkarzlmwgg",0.0257575757575757,0.3151515151515151,en,160.0,63.0,Marissa Langeni,marissalangeni,1070,666,#COVID19 #Rid1TweetsOnCovid #coronavirus, 'Ridhwaan Suliman',JHB,positive,17,18
2021-06-18 17:59:42+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","[mb] ☀️ winnipeg ☀️ 
available mrna vaccines!
📍 scurfield pharmacy (100 201 scurfield blvd)
📞 204-306-4459
💻 https://t.co/cdmokvmutw
call to confirm availability/book appointment! 
protectmb
https://t.co/7oyavc9tk1 vhcdose2 covid19mb vhcmb",0.625,0.4,en,6.0,3.0,Leslie Bernard MEd ♿️🇨🇦🧶,knitntherapist,984,1382,#protectmb #VHCDose2 #COVID19MB #vhcMB, 'Vaccine Hunters Canada',PrinceDuckie by @vanillacherie,positive,17,18
2021-06-18 18:01:08+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","that's great. but there are now *zero* appointments available within a 6 hour driving radius of winnipeg for anyone who can only get pfizer for shot 2. 

save pfizer for our kids. they don't have a choice between vaccines.

@kindrachukjason @souradets mbpoli https://t.co/eqdga4u1gh",0.4000000000000001,0.7166666666666667,en,33.0,7.0,Heidi Bilas,BilasHeidi,165,302,#mbpoli, 'Jillian',Toronto ON,positive,18,18
2021-06-18 18:01:20+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","please do your research first if you read or see something about vaccines or covid19 that sounds unusual.

spreading disinfo means people won’t get vaccinated out of fear.

that will lead to more deaths.

america’s frontline doctors: not to be trusted.

https://t.co/jy0kgprqrs https://t.co/1yq1er5fcq",0.3166666666666666,0.611111111111111,en,12.0,7.0,Iche_mé,iche_me,13303,12983,#covid19, '🌪Dr.Clare MD ❤️🧡💛💚💙💜',"North Carolina, USA",positive,18,18
2021-06-18 18:01:26+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",13) similar deltavariant worries from a 🇨🇦 hospital— ➡️outbreak even w/ 2 dose of mrna vaccines—16 patients &amp; 6 hcws deltavariant positive. 6/16 patients &amp; 5/6 hcws had received 2 doses of covid19 vaccine. a 2x vaccinated 80-year old also died. https://t.co/y4gubhlmyf,0.109090909090909,0.3818181818181818,en,167.0,68.0,A ･̑◡･̑ U,ONESUKIJ,84,88,#DeltaVariant #DeltaVariant #COVID19, 'Eric Feigl-Ding',"Zermatt, Switzerland",positive,18,18
2021-06-18 18:01:34+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","astrazeneca claims victory over eu in vaccine deliveries case, but will be fined for late supplies 

the eu has lost its case against the ftse-listed pharma over the supply of covid-19 vaccines -&gt; https://t.co/nivr6ficva
 astrazeneca covidvaccine astrazenecavaccine covid19",-0.3,0.6,en,5.0,5.0,CAM investor,Alleninvest,2242,4999,#AstraZeneca #CovidVaccine #astrazenecavaccine #Covid19, 'City A.M.',London,negative,18,18
2021-06-18 18:01:35+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",biocubafarma says phase 3 clinical trial results for cuban covid19 vaccines are due out in a few days. soberana02 (with and without booster) and abdala were tested in 85k+ volunteers in havana and eastern cuba. @biocubafarma @finlayinstituto @cda_dc @wola_org @aperezriverol https://t.co/gkrwldjx1m,-0.1625,0.2375,en,55.0,30.0,arnaldo perez,arnaldo45172700,2045,3216,#Cuban #COVID19 #vaccines, 'GailReedMEDICC',"La Habana, Cuba",negative,18,18
2021-06-18 18:02:26+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","i’m pleased to welcome the wecandothis bus to atlanta today! remember, there are 3 easy ways to find a covid19 vaccine near you:  
🔍 search https://t.co/d2pdwips8o  
📱text your zip code to 438829  
📞 call 1-800-232-0233 https://t.co/ammcmmctip",0.5083333333333333,0.7833333333333333,en,693.0,223.0,ReadingandBeyond CEP,ReadingCEP,167,758,#WeCanDoThis #COVID19, 'Rochelle Walensky,"Fresno, CA",positive,18,18
2021-06-18 18:02:28+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@aipac will aipac tell the world that israel has sold expired vaccines to palestinians, which could have been disastrous to palestinians, making the covid19 crisis far worse, leading to more palestinian deaths? thisisisrael. https://t.co/wtpn9xmsvs",-0.125,0.725,en,9.0,11.0,cfx #KBF,cfx82073592,401,2200,#ThisisIsrael., 'Refaat🇵🇸',Time Lord,negative,18,18
2021-06-18 18:02:39+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","👇👇👇

people are free to believe that covid19 is a hoax, and to argue that vaccines are a plot...but there is no constitutional right to put other people’s health at risk. as such, there are places where you should not work unless you are vaccinated.

https://t.co/xivwoctrfp",0.1401785714285714,0.5526785714285715,en,179.0,36.0,EL Xenite 🌠📝🗝🏡,ElXe_GaX7,252,235,#COVID19, 'Nathan Stall',Canada 🇨🇦- Xenaverse - ,positive,18,18
2021-06-18 18:02:53+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","we are dying! ugandans need the world to stand with them. we need oxygen, ppes, covid19 vaccines and money to pay our over-stretched health workers.
world, we need each other! 

oxygen failure kills 30 covid patients at mulago  https://t.co/o1k0iugf6z via @dailymonitor",-0.2364583333333333,0.3375,en,859.0,487.0,Koto Amatsukami,ohhDee__,621,723,#COVID19, 'Winnie Byanyima',"Miami, FL",negative,18,18
2021-06-18 18:03:05+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","i’m pleased to welcome the wecandothis bus to atlanta today! remember, there are 3 easy ways to find a covid19 vaccine near you:  
🔍 search https://t.co/d2pdwips8o  
📱text your zip code to 438829  
📞 call 1-800-232-0233 https://t.co/ammcmmctip",0.5083333333333333,0.7833333333333333,en,694.0,224.0,Bonnie Bear 4,Bonnie_bear4,64,406,#WeCanDoThis #COVID19, 'Rochelle Walensky,"Salt Lake City, UT",positive,18,18
2021-06-18 18:03:08+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","covid19 vaccines reach the remotest places of jammu &amp; kashmir's gujjars, bakarwals community. 

healthcare staff, @bjp4india and @rssorg karyakartas travel long distances in terrains to take forward the vaccinationdrive. https://t.co/sfnnxzfsrv",-0.05,0.4,en,70.0,49.0,Anuradha Yadav,Anuradh19217430,559,772,#VaccinationDrive., 'N Ramchander Rao',India,negative,18,18
2021-06-18 18:03:13+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","healthcare systems nationwide are taking action to be more diverse, inclusive and equitable - however!

employee vaccination mandates of the covid19 vaccines are literally inequitable “healthcare” - clinical trials do not adequately represent minorities or all genders",0.1861111111111111,0.3111111111111111,en,0.0,1.0,Conservative Mo,ConservativeMo3,261,708,#Healthcare #equitable #COVID19 #vaccines #inequitable #minorities #genders, 'OneHorsePony',"Indianapolis, IN",positive,18,18
2021-06-18 18:03:25+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","please do your research first if you read or see something about vaccines or covid19 that sounds unusual.

spreading disinfo means people won’t get vaccinated out of fear.

that will lead to more deaths.

america’s frontline doctors: not to be trusted.

https://t.co/jy0kgprqrs https://t.co/1yq1er5fcq",0.3166666666666666,0.611111111111111,en,12.0,8.0,Justice Seeker ~ Keep moving forward,tizzywoman,42704,26651,#covid19, '🌪Dr.Clare MD ❤️🧡💛💚💙💜',Geeks Persist Headquarters ,positive,18,18
2021-06-18 18:03:25+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","excited to be racing at @roadamerica this weekend. come on another drive with me to vaccinequity &amp; gogiveone to get vaccines to everyone, everywhere. let's help vaccinate the world against covid19 https://t.co/rg6zoxlw97 @indycar @whofoundation @who https://t.co/htrvkkvisq",0.375,0.75,en,390.0,21.0,Alex Reid,Alreidy,2949,1339,#VaccinEquity #GoGiveOne #COVID19, 'Romain Grosjean',"Seattle, WA",positive,18,18
2021-06-18 18:03:27+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","in africa, covid19 cases have increased by 52% just in the past week &amp; deaths have increased by 32%. 

we expect things to only get worse.

less than 2% of africa’s population has been vaccinated. vaccines donated next year will be far too late. 

-@drtedros @who vaccinequity https://t.co/wo6wviwwfc",-0.1452380952380952,0.5023809523809525,en,27.0,27.0,pjotrowicz,pjotrowicz,6353,2978,#COVID19 #VaccinEquity, 'Global Health Strategies',Jestem nomadą,negative,18,18
2021-06-18 18:03:33+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@aipac will aipac tell the world that israel has sold expired vaccines to palestinians, which could have been disastrous to palestinians, making the covid19 crisis far worse, leading to more palestinian deaths? thisisisrael. https://t.co/wtpn9xmsvs",-0.125,0.725,en,9.0,12.0,Dima Abi Saab,Dima__Abisaab,128,172,#ThisisIsrael., 'Refaat🇵🇸',"New York, NY",negative,18,18
2021-06-18 18:03:36+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","all uk adults are now eligible for their covid19 vaccine. 

the vaccines are safe, and effective at preventing you from getting ill from covid - even the delta variant. 

@dromonimohi explains more.

teamhalo vaccineswork https://t.co/tssm5xmons",0.275,0.7,en,0.0,1.0,Pfizer Pfloozy 💁🏻‍♀️,RUOKAnny,4532,1639,#Covid19 #Delta #TeamHalo #VaccinesWork, 'Team Halo',"London, England",positive,18,18
2021-06-18 18:04:11+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","please do your research first if you read or see something about vaccines or covid19 that sounds unusual.

spreading disinfo means people won’t get vaccinated out of fear.

that will lead to more deaths.

america’s frontline doctors: not to be trusted.

https://t.co/jy0kgprqrs https://t.co/1yq1er5fcq",0.3166666666666666,0.611111111111111,en,13.0,9.0,"Crewman Six, Pride Was A Riot",SixPersistsBlue,23424,7712,#covid19, '🌪Dr.Clare MD ❤️🧡💛💚💙💜',GeeksResist Headquarters,positive,18,18
2021-06-18 18:04:24+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","all uk adults are now eligible for their covid19 vaccine. 

the vaccines are safe, and effective at preventing you from getting ill from covid - even the delta variant. 

@dromonimohi explains more.

teamhalo vaccineswork https://t.co/tssm5xmons",0.275,0.7,en,0.0,2.0,Barry Causer,barry_causer,372,1073,#Covid19 #Delta #TeamHalo #VaccinesWork, 'Team Halo',"London, England",positive,18,18
2021-06-18 18:04:28+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","some good news for friday. yesterday we had our highest daily administration of vaccines at over 58,000. on course for up to 330,000 this week. hospital covid19 inpatients down to 52 (24 hospitals with 2 or less), 18 in icu. as always, let's protect this huge progress @hselive",0.1555555555555555,0.3711111111111111,en,1792.0,130.0,Cathy B,cathyby,4264,1994,#Covid19, 'Paul Reid',Ireland,positive,18,18
2021-06-18 18:04:28+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@israelmfa israel is a brutal nazi-like entity.... it sent expired vaccines to palestinians to further worsen the covid19 pandemic. israel could have sent the vaccines to palestinians it occupies or ppl who need them in africa or asia. but instead, it let the vaccines expire. 
thisisisrael https://t.co/n2opwpahxo",-0.4375,0.75,en,1.0,2.0,SAVE GRAND ARMY,aaronscataIina,1226,1164,#Thisisisrael, 'Refaat🇵🇸',"algiers, alg ➡️ cali, USA",negative,18,18
2021-06-18 18:04:30+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ontario has administered over 12 million doses of covid19 vaccines! 

vaccines work. the best vaccine for your second dose is first vaccine that’s offered.

learn more: https://t.co/6s2qwd5adz https://t.co/n3wsakc2co",0.4375,0.2833333333333333,en,23.0,7.0,Home and Community Care Support Services Champlain,champlainlhin,2721,1252,#COVID19, 'Ontario Ministry of Health',Eastern Ontario ,positive,18,18
2021-06-18 18:04:56+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@israelmfa israel is a brutal nazi-like entity.... it sent expired vaccines to palestinians to further worsen the covid19 pandemic. israel could have sent the vaccines to palestinians it occupies or ppl who need them in africa or asia. but instead, it let the vaccines expire. 
thisisisrael https://t.co/n2opwpahxo",-0.4375,0.75,en,2.0,3.0,k-man #ReinstateJeremyCorbyn #BDS #FreePalestine,Phoeniciankeith,1469,2175,#Thisisisrael, 'Refaat🇵🇸',"Glamorgan, Wales",negative,18,18
2021-06-18 18:05:25+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","i’m pleased to welcome the wecandothis bus to atlanta today! remember, there are 3 easy ways to find a covid19 vaccine near you:  
🔍 search https://t.co/d2pdwips8o  
📱text your zip code to 438829  
📞 call 1-800-232-0233 https://t.co/ammcmmctip",0.5083333333333333,0.7833333333333333,en,697.0,225.0,Deborah Jones,debijones354,226,231,#WeCanDoThis #COVID19, 'Rochelle Walensky,"Texarkana, TX",positive,18,18
2021-06-18 18:05:28+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@israelmfa israel is a brutal nazi-like entity.... it sent expired vaccines to palestinians to further worsen the covid19 pandemic. israel could have sent the vaccines to palestinians it occupies or ppl who need them in africa or asia. but instead, it let the vaccines expire. 
thisisisrael https://t.co/n2opwpahxo",-0.4375,0.75,en,3.0,4.0,George Garside💙,GeorgeGarside2,1284,1673,#Thisisisrael, 'Refaat🇵🇸',United Kingdom,negative,18,18
2021-06-18 18:05:45+00:00,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","it's true: covid19 vaccines will not give you the virus. the vaccines teach your body how to react, so you have the best immunity if you ever come in contact with the virus. 

isaidyesga vaccinatega https://t.co/6daydfkrzj",0.675,0.475,en,4.0,5.0,Camden County EMA,CamdenCountyEMA,503,60,#COVID19 #ISaidYesGA #VaccinateGA, 'GaDeptPublicHealth',"Kingsland, GA",positive,18,18
2021-06-18 18:05:52+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",".@nicolasturgeon reports that whereas around 13% of positive covid19 cases ended up in hospital at the beginning of the year, it is now down to around 5%. this shows the vaccines are having an effect.",0.0358585858585858,0.4171717171717172,en,49.0,12.0,SNP Porty/Craigmillr,SNP_Porty_Craig,2465,3922,#Covid19, 'Paul Middleton',"Portobello/Craigmillar, Edinbu",positive,18,18
2021-06-18 18:06:01+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","it’s long past the time to pull the plug on the covid19 vaccines. fortunately, we have multiple options for safe, effective, inexpensive early treatment of the virus. these vaccines are shaping up to be disastrous. factsnotfear",0.075,0.46875,en,215.0,79.0,Jim Steele,JamesSteeleIV,25,68,#COVID19 #FactsNotFear, 'Kelly Victory MD',"Calgary, AB, Canada",positive,18,18
2021-06-18 18:06:13+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","israel will deliver more than a million doses of covid19 vaccines to the palestinian authority to help it fight the corona pandemic.

the 1st delivery, consisting of 100,000 vaccines, was transfered to the pa friday afternoon through bitunia crossing.
https://t.co/7m3lwwr1j9",0.5,0.5,en,407.0,169.0,Joe Kash,joe_kash,134,840,#COVID19, 'Israel Foreign Ministry',BROOKLYN N.Y.,positive,18,18
2021-06-18 18:06:19+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","“unconvinced of the utility”?we must decry the practice entirely! these vaccines have not been adequately tested, are associated with disastrous adverse events, and are completely unnecessary for children who have zero risk from covid19! factsnotfear",-0.2166666666666666,0.6645833333333333,en,92.0,32.0,Jim Steele,JamesSteeleIV,25,68,#COVID19! #FactsNotFear, 'Kelly Victory MD',"Calgary, AB, Canada",negative,18,18
2021-06-18 18:06:39+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vanuatu received this batch of 20,000 sinopharm covid19 vaccine doses and 22,400 syringes donated by china on june 7. this makes it the second pacificisland country to receive chinese vaccines, after solomon islands. find out more here: https://t.co/z3dkhx3hhb https://t.co/nzmxmj0tqm",0.1666666666666666,0.1666666666666666,en,0.0,1.0,"Moonbowgirl 1,Amanda Everall,.",AmandaEverall2,1502,4978,#Vanuatu #COVID19 #vaccine #China #PacificIsland, 'Bridge Consulting',"Hamilton Hill, Perth (WA)",positive,18,18
2021-06-18 18:06:40+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","👇👇👇

people are free to believe that covid19 is a hoax, and to argue that vaccines are a plot...but there is no constitutional right to put other people’s health at risk. as such, there are places where you should not work unless you are vaccinated.

https://t.co/xivwoctrfp",0.1401785714285714,0.5526785714285715,en,180.0,37.0,🐝win 😷💉,hmmbee,544,899,#COVID19, 'Nathan Stall',| YVR | YYZ | YUL |,positive,18,18
2021-06-18 18:06:41+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","covid19 may be new, but the covid-19 vaccines are built on trusted work that goes back decades.  
covid-19 vaccines are safe and effective. get vaccinated as soon as you can. learn more: https://t.co/2mak2fwz91. https://t.co/p5gn2x0wp0",0.3472727272727273,0.450909090909091,en,362.0,181.0,Esposa 🌹✨,_LadyAzalea,1253,520,#COVID19, 'CDC',Trinidad and Tobago,positive,18,18
2021-06-18 18:06:42+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@israelmfa israel is a brutal nazi-like entity.... it sent expired vaccines to palestinians to further worsen the covid19 pandemic. israel could have sent the vaccines to palestinians it occupies or ppl who need them in africa or asia. but instead, it let the vaccines expire. 
thisisisrael https://t.co/n2opwpahxo",-0.4375,0.75,en,4.0,5.0,appa but it's cake 🐮🎂🌫️,AnniMovsisyan,638,1121,#Thisisisrael, 'Refaat🇵🇸',London,negative,18,18
2021-06-18 18:06:56+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","i’m pleased to welcome the wecandothis bus to atlanta today! remember, there are 3 easy ways to find a covid19 vaccine near you:  
🔍 search https://t.co/d2pdwips8o  
📱text your zip code to 438829  
📞 call 1-800-232-0233 https://t.co/ammcmmctip",0.5083333333333333,0.7833333333333333,en,698.0,226.0,TreasonWeaselhunter,Treasonweaselhu,2034,2604,#WeCanDoThis #COVID19, 'Rochelle Walensky,"Ohio, USA",positive,18,18
2021-06-18 18:07:23+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","we are dying! ugandans need the world to stand with them. we need oxygen, ppes, covid19 vaccines and money to pay our over-stretched health workers.
world, we need each other! 

oxygen failure kills 30 covid patients at mulago  https://t.co/o1k0iugf6z via @dailymonitor",-0.2364583333333333,0.3375,en,863.0,488.0,Raymond M Baziwane,baziwane,542,735,#COVID19, 'Winnie Byanyima',"Redmond, WA",negative,18,18
2021-06-18 18:07:25+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","a new @eurobarometereu survey shows 79% of europeans intend to get vaccinated against covid19 this year. but people aged under 45 are more hesitant.

70% also believe the eu plays a key role in ensuring access to vaccines in their country. 🇪🇺

more info 👇 strongertogether",0.2072727272727272,0.5709090909090909,en,103.0,51.0,JanuszMarekĆwikła,januszcwikla,1184,3367,#COVID19 #StrongerTogether, 'European Commission 🇪🇺',"Warszawa, Polska",positive,18,18
